5-hydroxytryptamin	or_5-ht
hubert	hubert/n/male_given_name
hugenotte	huguenot/n/a_member__of_the_protestant_reformed_church_of_france_during_the_16th_and_17th_century
huhn	chicken/n/bird
humanität	humanism/n/humanitarianism
hündchenstellung	doggy_style/n/position_assumed_for_such_intercourse
hundescheiße	dog_shit/n/fecal_matter_produced_by_a_dog
hüne	hulk
hüpfen	hop
husten	cough/n/expulsion_of_air_from_the_lungs
hypochondrisch	hypochondriac
ich_weiß_nicht	i_do_not_know/n/"i_don't_know"
idealerweise	ideally/r/preferably
idiot	mug/n/(''colloquial'')_a_person_who_is_easily_fooled
idol	idol/n/cultural_icon,_especially_popular_person
idol	idol/n/representation_of_anything_revered
ihn	him
ihr	their
imaginär	imaginary
im	pertain_to
immergrün	periwinkle/n/plant
immer_wieder	again_and_again
immer_wieder	over_and_over
importeur	importer/n/a_person_or_company_who_imports_goods_into_a_country
imprägnierung	impregnation
improvisiert	ad_lib/r/extemporaneously
-in	-ess/n/female_suffix
in_der_pampa	in_stick/r/a_long_distance_away_from_anywhere_of_importance
indien	india
indigen	indigenous/a/born_or_engendered_in,_native_to_a_land_or_region
individuell	individual/a/intended_for_a_single_person
infektiös	infectious
inguschetien	ingushetia/n/federal_subject_of_russia
inkompetent	incompetent/a/unskilled,_lacking_normally_expected_degree_of_ability
inkunabel	incunabulum/n/book,_single_sheet,_or_image_that_was_printed_before_the_year_1501_in_europe
inland	in_composite
innenzentriert	body-centered
insasse	inhabitant_of_build_with_multiple_inhabitant
insasse	specifically
insbesondere	in_particular
ins_bockshorn_jagen	intimidate
inselaffe	term_use_to_refer_to_unite_kingdom_resident
inszenieren	stage/v/to_demonstrate_in_a_deceptive_manner
integralrechnung	integral_calculus/n/calculus_of_areas_and_volumes
integriert	integrate/a/composed_and_coordinated_to_form_a_whole
internierungslager	internment_camp
interpolieren	interpolate
ion	ion/n/atom_or_group_of_atoms_bearing_an_electrical_charge
ip-adresse	ip_address/n/number_assigned_to_each_computer's_network_interface
irmgard	ermengarde/n/female_given_name
irokesenschnitt	iroquois
ironisch	ironical/a/addicted_to_irony
isai	jesse
-isch	often_match_or
island	iceland/n/country_in_europe
isländisch	icelandish/a/of_or_relating_to_iceland
i've	redirect_i
ja	yeah/r/yes
jäger	hunter
jährlich	yearly/r/once_a_year
ja,_klar	yeah_right/i/sarcasm_to_express_disbelief
jakutsk	yakutsk/n/city_in_russia
jamaikanisch	jamaican/a/of,_from,_or_pertaining_to_jamaica,_the_jamaican_people_or_the_jamaican_language
jan	low_german_and_north_european_variant_of_johann
janukowytsch	yanukovych/n/ukrainian_surname
japanisch	japanese/n/japanese_language
japanisch	of_or_relate_to_japan
jäten	weed/v/remove_weeds_from
jeder	any/n/any_things_or_persons
jederzeit	anytime
jehudit	judith/n/wife_of_esau
je_nachdem	as_case_may_be
jener	that_one
jeton	chip
jobben	for_school_child
jobben	have_holiday_job
joint	marijuana_cigarette
jonathan	jonathan/n/biblical_character
jongleur	juggler
josefine	feminine_form_of_josef
jota	iota/n/greek_letter
juda	judah
jüdin	jewess
jugend	young/n/the_younger_generation
jugend	youth/n/part_of_life_following_childhood
jugend	youth/n/quality_or_state_of_being_young
jungsteinzeit	new_stone_age
jury	jury/n/group_of_judges_in_a_competition
justin	justin/n/male_given_name
justizirrtum	miscarriage_of_justice/n/error_which_led_to_an_unjust_outcome
kabel	cable/n/assembly_of_wires_for_electricity
kabuki	kabuki/n/form_of_japanese_theatre
kaff	one-horse_town
kaiserin	empress/n/wife_or_widow_of_an_emperor
kaiserpinguin	emperor_penguin/n/largest_penguin
kaliber	calibre/n/diameter_of_round_or_cylindrical_body,_as_of_a_bullet,_projectile_or_column
kalibrieren	calibrate
kalter_bauer	especially_result_from_ejaculation_while_sleep
kaltschale	soup
kameramann	cameraman
kamin	chimney/n/glass_flue_surrounding_the_flame_of_an_oil_lamp
kampf	fight
kämpfen	struggle
kanake	member_of_indigenous_melanesian_inhabitant_of_new_caledonia_in_southwest_pacific
kandieren	candy/v/to_cook,_or_coat_with_sugar_or_syrup
kanton_freiburg	fribourg/n/a_canton
kanzler	chancellor/n/chancellor
kapitän_zur_see	captain/n/a_naval_officer_with_a_rank_between_commander_and_commodore_and_rear_admiral
kapuzenpullover	hoodie/n/a_sweatshirt,_with_an_integral_hood
karatschi	karachi
karausche	crucian_carp/n/''carassius_carassius''
karawane	caravan
kardiologisch	cardiological/a/of_or_pertaining_to_cardiology
karibisch	caribbean
karies	caries/n/progressive_destruction_of_bone_or_tooth_by_decay
karin	of_swedish_origin
karlheinz	combination_of_karl_heinz
kärnten	carinthia
karosse	body/n/largest_or_most_important_part_of_anything_(eg_car_bodywork)
karpaten	carpathians/n/mountainous_system_in_central_europe
kartenstapel	deck/n/pack_of_playing_cards
kartograph	cartographer/n/one_who_makes_maps_or_charts
karton	cardboard/n/material_resembling_heavy_paper
kartusche	cartridge
karussell	carousel/n/merry-go-round
kasetsart-universität	kasetsart/n/university_in_thailand
kaspisches_meer	caspian_sea/n/landlocked_sea
kaspisches_meer	caspian_sea
kasse	cash_box
kassette	audio_cassette/n/cassette_for_audio_data
kastanienbraun	have_color_of_chestnut
katatonisch	catatonic/a/of,_relating_to,_or_suffering_from_catatonia
katharsis	catharsis/n/any_release_of_emotional_tension
katheter	catheter/n/small_tube_inserted_into_a_body_cavity
kätzchen	catkin
katze	cat
katzengold	fool_gold/n/mineral_or_other_substance_often_mistaken_for_gold
katzengold	fool_gold
käuflich	buyable
kaugummi	chew_gum
kegel	bowl_pin
kegel	ninepin
kehrseite	downside/n/disadvantageous_aspect_of_something_that_is_normally_advantageous
keile	beat
keim	germ/v/pathogenic_microorganism
kenianisch	kenyan
kenntnisse	literacy/n/understanding_of_something
kerbe	bullseye
kerbel	chervil
kerl	churl/n/freedman_in_a_þéod
kerzenfisch	ooligan
kessel	cauldron
kettenlinie	catenary/n/curve_of_a_flexible_chain
kevin	recently_borrow_from
kg	abbreviation_of_kommanditgesellschaft
kiebitz	platzer_kiebitz
kikeriki	cock-a-doodle-doo
killer	pay_killer
kinder,_küche,_kirche	church"
kinderlähmung	poliomyelitis/n/infection_by_the_poliovirus
kinderschuh	child_shoe
kinderwurst	kind_of_fleischwurst_sausage_from_finely_grind_meat_scrap_which_be_similar_to_mortadella_without_fat_cube
kip	kip/n/unit_of_currency_in_laos
kipphalde	tipple/n/area_near_the_entrance_of_mines_used_to_load_and_unload_coal
kırklareli	kırklareli/n/city_of_turkey
kirschwasser	kirsch
kiste	box
kitzler	clitoris
klabusterbeere	clingon
klage	complaint/n/a_grievance,_problem,_difficulty,_or_concern
klammer	clamp/n/tool
klappen	turn
klappern	clatter/v/to_cause_to_make_a_rattling_sound
klappertopf	rattle
klären	remove_contaminant
klasse	class/n/group,_collection,_category_or_set_sharing_characteristics_or_attributes
klassiker	classic/n/event
klassisch	classic/a/exemplary_of_a_particular_style
klauen	nick
klauen	nick/v/to_steal
klaustrophobisch	claustrophobic/a/suffering_from_claustrophobia
kleben	stick/v/to_glue
klebestift	glue_stick
kleiner_freund	penis
kleingeld	small_change/n/a_minor_or_insignificant_amount_of_money
kleinpudel	standard_poodle_or_miniature_poodle_between_35_and_44_cm
klemme	squeeze/n/difficult_position
klemmen	squeeze
klepper	jade/n/old_horse
kleptoman	kleptomaniac/n/one_who_steals_compulsively
klick	act_of_press_button_on_computer_mouse
klimaanlage	air_condition/n/an_air_conditioner_or_system_of_air_conditioners
klima	climate
klingonisch	klingon
klinische_psychologie	clinical_psychology/n/branch_of_psychology
klobassi	see_burenwurst
klobig	clumsy
klumpen	lump
knackarsch	firm
knacken	make_crack_sound
knappschaft	organization_of_mine_worker
knecht	labourer
knicken	flex/v/to_bend_something
knicks	curtsey
knoblauchzehe	clove_of_garlic
knofel	garlic
knoten	knot/n/looping
knoten	knot/n/mathematics_closed_curve
knoten	vertex
knuddeln	cuddle/v/embrace,_lie_together_snugly
kohl	cabbage/n/plant
kohle	fossil_fuel_coal
koje	berth
kokett	coquettish
kokett	flirtatious
kokettieren	show_off
kollationieren	collate
kollegial	cooperative
kollegium	faculty/n/scholarly_staff_at_colleges_or_universities
kolluvium	colluvium/n/a_loose_accumulation_of_rock_and_soil_debris_at_the_foot_of_a_slope
kölnischwasser	cologne/n/eau_de_cologne
koloman	colman/n/male_given_name
kolostrum	colostrum/n/a_form_of_milk
kombination	plant/n/snooker_shot
komet	comet/n/a_celestial_body,_generally_with_a_tail
komisch	funny/a/strange
komitee	committee
kommentar	annotation/n/critical_or_explanatory_commentary_or_analysis
kommissar	commissioner
komödie	comedy/n/dramatic_work_that_is_light_and_humorous_or_satirical_in_tone
komondor	komondor/n/komondor_breed_of_dog
komsomolsk_am_amur	komsomolsk/n/komsomolsk-na-amure,_russia
konditionieren	condition/v/to_shape_the_behaviour_of_someone_to_do_something
konditionieren	condition/v/to_undergo_the_process_of_acclimation
kondor	condor/n/andean_condor
konformität	conformity/n/state_of_things_being_similar,_or_identical
konfrontieren	confront/v/to_stand_or_meet_facing,_especially_in_competition,_hostility_or_defiance
kongress	congress/n/conference
konserve	preserve_food
konservenbüchse	tin
konservierungmittel	preservative/n/any_agent,_natural_or_artificial_that_acts_to_preserve
konstanze	constance/n/female_given_name
konsulin	female_consul
konsument	consumer
kontakt	exposure/n/condition
kontaminieren	contaminate
kontrollieren	control
konventionell	conventional
kopplung	couple/n/property_of_physical_systems
kordel	cord
koreanisch	korean
koriander	coriander/n/coriandrum_sativum
kork	cork/n/bark_of_the_cork_oak
korkenzieher	corkscrew
kormoran	cormorant/n/seabird
kornnatter	corn_snake/n/a_species_of_rat_snake
kornrade	corncockle
körper	field
körpersprache	body_language/n/nonverbal_communication
kosewort	term_of_endearment/n/word_or_phrase_expressing_affection
köstlich	tasty/a/having_a_pleasant_or_satisfying_flavor
kostüm	costume
koten	defecate
kp	abbreviation_of_kaufpreis
krabbenbrot	kroepoek/n/indonesian_shrimp_crackers
kräftig	vigorously/r/with_intense_energy
kraftmensch	hulk/n/an_excessively_muscled_person
kraft-wärme-kopplung	cogeneration/n/simultaneous_or_serial_production_of_heat_and_electricity_from_the_same_source
kraftwerk	power_station
krähenbeere	crowberry/n/the_genus_''empetrum''
krähen	crow
kränken	belittle
krankenhaus	hospital/n/building
krankenversicherung	health_insurance
krasnojarsk	krasnoyarsk/n/city
krass	intense_cool
kratzen	scratch
kreidebleich	white_as_chalk
kreide	chaulk/n/a_soft,_white,_powdery_limestone
kreissen	groan_in_pain
krempel	junk
kren	condiment_make_from_root_of_plant
kren	horseradish
kreuz	cross
kreuzfahrt	cruise
kreuzweise	crosswise
kriegspfad	warpath/n/course_of_action_that_leads_to_hostility
krim	crimea/n/republic
kriminell	criminal/a/of_or_relating_to_crime
krise	crisis/n/crucial_or_decisive_point_or_situation
kristallkugel	crystal_ball
kristallnacht	when_state-organized_night_of_terror_be_stage_against_jew_in_germany_and_austria
kritisch	critical/a/inclined_to_find_fault
kritisieren	criticize
kroatischer_schäferhund	croatian_sheepdog
krokodilstränen	crocodile_tear
krötenwanderung	toad_migration
krücke	crutch
kubikzentimeter	cubic_centimetre/n/a_unit_of_volume
kuchen	cake/n/a_sweet_dessert
küchengarten	kitchen_garden/n/a_garden_used_for_growing_fruits,_vegetables_for_use_in_the_kitchen
kugelblitz	ball_lightning/n/a_short-lived,_glowing_ball_sometimes_observed_to_float_in_the_air
kugelförmigkeit	sphericity/n/quality_of_being_spherical
kugelschreiber	biro
kühlen	refrigerate/v/keep_cool_in_refrigerator
kühler	chill/a/moderately_cold_or_chilly
kuhstall	cowshed/n/place_for_cows
kulisse	scenery
kümmern	take_care
kuna	kuna/n/currency_of_croatia
kupieren	dock/v/to_cut_off_a_section_of_an_animal's_tail
kürettage	curettage/n/the_removal_of_unwanted_tissue_from_a_body_cavity_using_a_curette
kurierdienst	courier/n/company_that_delivers_messages
kursiv	cursive/a/having_successive_letters_joined_together
kurzbezeichnung	abbreviation
kürzen	cancel/v/remove_a_common_factor
kurzsichtig	myopic
kürzung	abridgement/n/state_of_being_abridged
küsserei	smoochfest
kutscher	coachman
kutte	jean_or_leather_jacket_cover_with_band_patch
kyrillisierung	cyrillization/n/putting_text_into_the_cyrillic_alphabet
kyūshū	kyushu/n/the_third_largest_of_japan's_islands
labialisieren	labialize
labyrinth	maze
lage	exposure/n/part_exposed
laie	layperson
land	state_which_be_part_of_country
landkreis	county/n/administrative_region_of_various_countries
landschaft	landscape/n/the_pictorial_aspect_of_a_country
landung	land
langfristig	long-term
langsam	slow
lanthan	lanthanum/n/metallic_element
laozi	laozi/n/influential_chinese_philosopher_and_founder_of_taoism
lärche	larch/n/the_wood_of_the_larch
larissa	borrow_from_in_20th_century
laserkraut	any_of_several_plant_of_genus_laserpitium
lästig	troublesome/a/giving_trouble
lateinisch	latin
laterne	lantern
latinisierung	latinization
latino	latino/n/person_in_the_us,_of_latin_american_descent
lauf	course
laufmasche	run_of_thread_of_piece_of_disintegrate_clothe
laughing_hyaena	redirect_laugh_hyena
laut	loud/a/noisy
lebendgewicht	live_weight/n/weight_of_a_living_animal
lebenslang	lifelong
lebensversicherung	life_insurance
lebensweise	way_of_life/n/style_of_living
lebewesen	organism
lebhaft	brisk
lebhaft	vivacious/a/lively_and_animated
leck	leak/n/entrance_or_escape_of_a_fluid
lecken	leak
leerverkauf	short_sale/n/sale_of_a_security_that_one_does_not_own,_delivery_obligation_met_by_borrowing_the_security_from_another_owner
legen	lie_down
leguminose	legume/n/member_of_leguminosae_family
leichtgläubig	credulous
leid	affliction
leidenschaftlich	passionate
leierschwanz	lyrebird/n/australian_songbirds_of_the_genus_menura
leimkraut	campion
lein	flax
leine	line/n/rope,_cord,_or_string
leinen	canvas
leinsamen	flaxseed/n/the_seed_of_the_flax_plant
lemming	lemming/n/rodent
leo	cognate_to_leo
lesbisch	lesbian/a/between_two_women
lettner	rood_screen/n/carved_screen
levi	levi/n/third_son_of_jacob
lew	lev/n/currency_of_bulgaria
lexikographie	lexicography/n/art_or_craft_of_writing_dictionaries
liaison	liaison/n/an_illicit_sexual_relationship_or_affair
libero	libero/n/football_player
lichtgeschwindigkeit	lightspeed/n/the_speed_of_light
liebe	love/n/romantic_feelings
liebe	love_one
liebevoll	love
lieferant	vendor
liefern	supply/v/compensate_for,_make_up_for_a_deficiency_of
lieferung	delivery/n/act_of_conveying_something
lift	elevator
lima	lima/n/the_capital_of_peru
limonade	non-cola_soft_drink
limone	lime/n/a_green_citrus_fruit
link	dangerous
linksextremismus	extreme_leave_extremism
linksextremismus	far_leave
linsenförmig	lenticular/a/shaped_like_a_biconvex_lens
linus	linus/n/male_given_name
literarisch	literary/a/relating_to_writers,_or_the_profession_of_literature
lobbyist	lobbyist/n/a_person_who_for_remuneration_reattempts_to_persuade_politicians
löblich	laudable
loch	hole/n/opening_in_a_solid
locker	loose
loge	box
loge	lodge
logieren	lodge
logisch	-logical/n/used_to_form_adjectival_forms_of_nouns
logischerweise	logically/r/in_a_logical_manner
lorbeerblatt	bay_leaf/n/herb
losbinden	untie/v/to_loosen,_as_something_interlaced_or_knotted
löschen	delete
lotterien	lottery
löwenkopf	lion_head
löwenmähne	lion_mane
luftballon	balloon
luftentfeuchter	dehumidifier/n/device_for_removing_moisture_from_air
luftspiegelung	mirage
lunch	generally_small_than_german-style_mittagessen
lunette	lunette/n/small_opening_in_a_vaulted_roof_of_a_circular_or_crescent_shape
lust	wish
luzifer	lucifer/n/devil
lymphom	lymphoma/n/malignant_tumor_that_arises_in_the_lymph_nodes_or_in_other_lymphoid_tissue
machbarkeit	feasibility/n/state_of_being_feasible
machen	matter
mädchen	maid/n/young_female
mafia	mafia/n/a_crime_syndicate
mager	lean
magnetfeld	magnetic_field/n/a_field_of_magnetic_force
maiskolben	cob/n/the_portion_of_a_corn_plant_around_which_the_kernels_grow
maja	diminutive_of_maria
majoran	marjoram/n/culinary_herb
majorin	wife_of_major
makellos	flawless
mammutbaum	sequoia/n/tree
mamsell	housekeeper
mangelhaft	defective
manguste	mongoose/n/a_small_carnivore_of_the_family_herpesidae
männlich	manly/a/having_the_characteristics_of_a_man
mannschaft	group_of_soldier_belong_to_one_military_unit
mannsschild	any_plant_of_genus_androsace
manometer	oh_man
manx	goidelic_language_speak_on_isle_of_man
mao-anzug	mao_suit
märchen	fable
marco	borrow_from_italian
marge	margin
marius	marius/n/male_given_name
mark	marrow/n/substance_inside_bones
marktgemeinde	market_town/n/town_that_has_a_traditional_right_to_hold_a_regular_market
marmelade	jam/n/sweet_mixture_of_fruit_boiled_with_sugar
marokkaner	moroccan
mars	mar/n/brand_of_chocolate_bar
marsianer	martian/n/imaginary_inhabitant_of_the_planet_mars
marwin	less_common_spell_of_marvin
masse	matter
massengrab	mass_grave/n/a_grave_with_many_human_corpses
massenmedium	mass_medium
matt	matte/a/not_reflective_of_light
maul	mouth_of_person
maul-_und_klauenseuche	foot-and-mouth_disease
maulwurf	mole/n/internal_spy
maulwürfe	mole
maurer	bricklayer/n/craftsman
mauseloch	mousehole/n/hole_through_which_a_mouse_enters_a_room
mausen	mouse/v/to_catch_mice
maxima	"maxima
maxima	maximums"
medaillon	medallion/n/large_decorative_medal
medikament	medicine
medusa	medusa/n/one_of_the_gorgons
meerwasser	sea_water/n/water_from_the_sea
mehr	nothing_more
mehrere	several/d/consisting_of_a_number_more_than_two,_but_not_very_many
meierei	dairy
meile	mile/n/measure_of_length
meiler	earth_kiln
meiner	genitive_of_ich
mein_gott	oh_my_god/i/excitement_or_shock
meister	champion
meister	master/n/expert_at_something
meisterwurz	masterwort/n/plant
melange	melange/n/collection_containing_a_variety_of_miscellaneous_things
melken	milk/v/to_express_any_liquid
mem	meme/n/self-propagating_unit_of_cultural_evolution
memel	neman/n/river_to_the_baltic_sea
memorandum	memorandum/n/short_note_serving_as_a_reminder
mengenelement	macronutrient
meniskus	meniscus/n/the_curved_surface_of_liquids
mennonitenplattdeutsch	mennonite_low_german/n/mennonite_low_german
menuett	minuet
meritokratie	meritocracy
merkmal	feature
messbar	measurable/a/able_to_be_measured
messebau	exhibition_stand_design
messe	mass/n/(roman_catholic_church)_the_principal_liturgical_service
metathese	metathesis/n/the_transportation_of_letters,_syllables_or_sounds_within_a_word
methodist	methodist/n/a_member_of_the_methodist_church
micha	micah/n/biblical_character
mieten	hire/v/to_obtain_the_services_of_in_return_for_fixed_payment
mietshaus	tenement/n/a_building_that_is_rented_to_multiple_tenants,_especially_a_low-rent,_run-down_one
mieze	attractive_woman
migrieren	migrate
mikroskopisch	microscopic
milch	where_one_of_component_be_very_finely_distribute
milchkarton	milk_carton
mild	bland/a/having_a_soothing_effect
mild	mild/a/gentle
milde	mildness
milliardär	billionaire/n/wealth_exceeding_one_billion_(109)
minderwertig	shoddy/a/exhibiting_poor_quality
minimum	minimum/n/lowest_limit
minuterie	timer
mir	me/n/indirect_object_of_a_verb
mississippi	mississippi/n/state
missverständnis	misunderstand
missverstehen	misunderstand
mitbewohner	roommate
mitgehen_lassen	especially_while_be_some_place_for_some_other_purpose
mitgehen_lassen	take_something
mitleid	sympathy/n/feeling_of_pity_or_sorrow_for_the_suffering_or_distress_of_another
mitteilen	notify/v/(transitive)_to_give_(someone)_notice_of_(something)
mittelmäßig	mean/a/low_in_quality
mittelpersisch	middle_persian/n/language
möbliert	furnish
modellieren	model/v/create_from_a_substance
modern	rot
mohrrüben	carrot
mokka	mocha
mokscha	moksha/n/language
molotowcocktail	molotov_cocktail
monde	moon
monogamie	monogamy/n/permanent_pair_bond_between_two_beings
monstranz	monstrance
moorhuhn	grouse/n/any_of_various_game_birds_of_the_family_tetraonidae
moosbeere	cranberry/n/shrub
moräne	moraine/n/an_accumulation_of_rocks_and_debris
mord	murder/n/an_act_of_deliberate_killing
morgen	future
moschusente	muscovy_duck/n/duck
moskau	moscow/n/capital_city_of_russia
moskauer	muscovite/n/resident_of_moscow
motiv	motif/n/a_decorative_figure_that_is_repeated_in_a_design
motivieren	motivate/v/to_encourage
motor	motor/n/engine
motorrad	bike/n/motorcycle
motorräder	motorcycle
mottenkugel	mothball/n/small_ball
möwen	"gulls
mulchen	mulch
müllauto	garbage_truck/n/waste_collection_vehicle
mundart	dialect
mund	mouth/n/the_opening_of_an_animal_through_which_food_is_ingested
mungbohne	mung_bean/n/seed_of_vigna_radiata
münzen	coin
murmeln	mumble/n/low_tone_of_voice
murphys_gesetz	murphy_law/n/adage_which_states_that_if_anything_can_go_wrong_it_will
mus	mush
musikautomat	jukebox/n/a_coin-operated_machine
musikinstrument	musical_instrument
muskulär	muscular/a/of_or_relating_to_muscles
müsli	granola/n/breakfast_and_snack_food
mustern	scrutinize
mutmaßen	speculate
muttermilch	mother_milk
muttersprache	mother_tongue
mwst	vat/n/value-added_tax
mysteriös	mysterious
mythos	myth/n/story
mythos	mythos/n/a_story_relevant_to_a_particular_culture_or_some_other_group
myxom	myxoma/n/tumor_of_primitive_connective_tissue
nach-	as_in
nachfolgen	succeed/v/to_follow_in_order
nachgeben	give/v/bend_slightly_when_a_force_is_applied
nachkomme	descendant
nachricht	message
nachricht	news/n/reports_of_current_events
nachrichtendienst	intelligence_agency/n/governmental_agency_devoted_to_information_gathering
nachrichtensprecher	newscaster/n/one_who_delivers_the_news
nacht	night/n/period_between_sunset_and_sunrise
nachteil	disadvantage/n/weakness
nachtessen	supper/n/food_before_going_to_bed
nachtleben	nightlife
nachttisch	nightstand
nachvollziehbar	traceable
nach_vorne	forward
nachwort	afterword/n/an_epilogue
nachzügler	laggard/n/someone_who_lags_behind
nadel	needle/n/sensor_phonograph_stylus
nadia	french_style_spell_of_nadja
nagellackentferner	nail_polish_remover/n/solvent_used_to_remove_nail_polish
nahe	nearby
nähren	foster/v/to_nurse_or_cherish_something
nahrungsmittel	food
nahtlos	seamless/a/without_interruption
namensgebend	eponymous/a/relating_to_the_person_after_which_something_is_named
namensgeber	eponym/n/name_of_a_person_that_has_given_rise_to_the_name_of_something
namensschild	nameplate/n/a_plate_or_plaque_inscribed_with_a_person's_name,_especially_one_on_an_office_door
nanoröhre	nanotube/n/a_carbon_molecule,_in_the_shape_of_a_tube
narzisse	narcissus
narzissmus	narcissism
nase	nose/n/skill_in_recognising_bouquet
nase	snout
nathalie	alternative_spell_of_natalie
naturtalent	natural/n/someone_with_innate_ability
nazi	etc
nazi	nazi/n/member_of_the_nazi_party
n	shorthand_of_ein
ne	be_it_not
necken	tease
nee	nope/r/informal_"no"
negativ	negative/a/of_electrical_charge
nehemia	nehemiah/n/book_of_the_bible
neige	afterings/n/the_last_of_any_substance_that_is_of_a_poorer_quality_than_the_earlier_substance
nele	popular_in_2000s
nem	shorthand_of_einem
nen	shorthand_of_einen
nephrologe	nephrologist/n/physician
nerven	bug
nerven	nark/v/annoy
nervös	nervous/a/anxious
nessel	nettle/n/stinging_herb_of_genus_urtica
nett	neat/a/tidy,_free_from_dirt
nettogehalt	take-home_pay/n/net_earnings_of_a_wage_earner
netz	net
neu-delhi	new_delhi/n/capital_of_india
neugierig	curious
neuralgisch	critical
neuschottland	nova_scotia/n/province_in_eastern_canada
neustadt	municipality_in_saxony
neustadt	yet_another_municipality_in_rhineland-palatinate
neutralisieren	neutralise/v/to_make_inactive_or_ineffective
new_yorker	new_yorker/n/an_inhabitant_or_a_resident_of_the_state_of_new_york
nichtregierungsorganisation	non-governmental_organization/n/organization_without_government_funding
nichtregierungsorganisation	non-governmental_organization
nichts	nothing
nichtsdestoweniger	nonetheless/r/nevertheless
nicola	feminine_form_of_use_since_1960s
niederdeutsch	low_german/n/west_germanic_language
niederknien	kneel_down
niederländerin	dutchwoman
niedersachsen	low_saxony/n/state
niederschlagen	cast_down
niemals	never
nießbrauch	usufruct
nigerianisch	nigerian
nihilismus	nihilism/n/rejection_of_all_moral_principles
nirgends	nowhere
nivellieren	level
nochmal	once_again
nominalphrase	noun_phrase
none	interval_of_13_or_14_half-tones
nordamerika	north_america/n/continent
nordhalbkugel	northern_hemisphere
nordwest-territorien	northwest_territory/n/territory_in_northern_canada
notizblock	notepad/n/bound_pad_of_paper
nova	nova/n/sudden_brightening_of_a_star
nte	nth/a/occurring_at_position_''n''
nuanciert	nuanced
nu	well
null	zero
nummer	act
nuss	nut/n/seed
nutznießer	usufructuary/n/a_person_who_holds_property,_or_the_use_of_assets,_by_usufruct
nutznießerisch	usufructuary/a/of_or_pertaining_to_a_usufruct
n.v.	a.e.t
ob	if_or
oberer_see	lake_superior/n/the_lake
oberflächlich	superficial/a/shallow,_lacking_substance
oberschenkelinnenseiten	inside_of_upper_thigh
obrigkeit	authority
obstipation	obstipation/n/severe_constipation_due_to_intestinal_blockage
obwohl	while/c/although
odaliske	odalisque/n/a_female_harem_slave
ofen	furnace/n/device_for_heating_in_a_factory,_melting_metals,_etc
ofenrohr	stovepipe
offen	open/a/receptive
offen	open/v/to_begin_conducting_business
offensichtlich	obvious
öffentliche_hand	public_sector/n/industries_provided_by_the_government
öffnung	aperture/n/opening
öffnung	open
ohne	without
ohr	ear
ohrwurm	earworm
okkult	occult/a/related_to_the_occult
ökologisch	ecological/a/relating_to_ecology
ökonomisch	economical
ökotourismus	ecotourism
okroschka	okroshka/n/cold_raw_vegetable_soup
oligarchie	oligarchy/n/state_ruled_by_such_a_government
olympische_winterspiele	olympic_winter_game/n/olympic_winter_games
oma	granny
once_upon_a_time_...	redirect_once_upon_time
oper	opera/n/theatrical_work
opfer	sacrifice
opfer	victim/n/a_person_who_suffers_any_other_injury,_loss,_or_damage_as_a_result_of_a_voluntary_undertaking
oppositioneller	opposition
orchidee	orchid/n/plant
order	order/n/command
ordnung	series
organizismus	organicism
orientale	oriental/n/person_from_the_orient
orientalisch	oriental
original	original/a/first_in_a_series
ornithin	ornithine/n/amino_acid
-ose	-osis/n/suffix_for_functional_disorders
osmanisches_reich	ottoman_empire/n/ottoman_empire
ostasien	east_asia/n/the_far_east
österreich-ungarn	austria-hungary
ostflandern	east_flanders
otto	otto/n/male_given_name
outsourcing	outsource/n/transfer_business
oxalsäure	oxalic_acid
ozeanbodenspreizung	seafloor_spread
ozelot	ocelot/n/feline_carnivore
ozon	ozone/n/o<sub>3</sub>
paarung	mate/n/pairing_of_organisms_for_copulation
packung	package
palast	palace/n/large,_lavish_residence
palästinenserin	female_palestinian
panamakanal	panama_canal/n/canal
pandemie	pandemic/n/pandemic_disease
panel	panel/n/single_frame_in_a_comic_strip
panentheistisch	panentheistic
panorama	panorama/n/unbroken_view_of_an_entire_surrounding_area
panther	panther/n/big_cat_with_black_fur
panzerjäger	lightly_armor_tank_destroyer
papagei	parrot/n/kind_of_bird
papierfabrik	paper_mill/n/factory
parallelogramm	parallelogram/n/convex_quadrilateral_in_which_each_pair_of_opposite_edges_are_parallel_and_of_equal_length
paranoia	paranoia/n/a_psychotic_disorder_characterized_by_delusions_of_persecution
parfümiert	perfume
parkett	parquet/n/a_wooden_floor_made_of_parquetry
parkinson_krankheit	parkinson_disease/n/parkinson's_disease
parkplatz	park_lot/n/open_area,_generally_paved,_where_automobiles_may_be_left_when_not_in_use
parlamentarisch	parliamentary
parteiisch	one-sided/a/partial_or_biased_in_favour_of_one_faction
parterre	grind_floor
partizipatorische_demokratie	participatory_democracy/n/political_system
passen	fit/v/of_an_object,_to_match_another_object
passend	congenial/a/suitable_to_one's_needs
passion	passion/n/commemoration_of_the_suffering_of_jesus
passionsfrucht	passion_fruit
pastiche	pastiche/n/work_that_imitates_the_work_of_a_previous_artist
pate	godfather/n/man_present_at_the_christening_of_a_baby_who_promises_to_help_raise_the_child_in_a_christian_manner
patent	clever/a/mentally_sharp_or_bright
patentieren	patent/v/successfully_register_an_invention_with_a_government_agency
paul	paul/n/male_given_name
pause	break
pause	pause/n/short_time_for_relaxing
pazifismus	pacifism
